Name,Contract__r.Name,Contract__r.Account__r.Account_Code__c,Contract__r.Account__r.Nhom_Khu_vuc_KH__c,Contract__r.Account__r.BillingAddress,Product__r.STONE_Color_Type__c,Product__r.StockKeepingUnit,Product__r.Family,Product__r.Product_description_in_Vietnamese__c,Segment__c,Created_Date__c,Delivery_Date__c,Product_Discription__c,Length__c,Width__c,Height__c,Quantity__c,Crates__c,m2__c,m3__c,ml__c,Tons__c,Sales_Price__c,Charge_Unit__c,Total_Price_USD__c
Black Basalt Wallstone 60187.5,03/A-X23.1/25,X23.1,Nhóm đầu 2,"{""city"":""Mechernich"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""53894"",""state"":null,""street"":""Zülpicher Str. 16""}",BLACK BASALT,BX2.1CTA1-0600180075,"Pool surrounding,Window sill, covering","BAZAN XÁM, Đá tường rào-Mặt trước và sau chẻ tay, các mặt còn lại cưa",Common,,,"Black Basalt Wallstone Surface: 2 sides split (visible)
Edges: rest sawn",60,18,7.5,48,1,5.18,0.39,28.8,1.05,45,USD/M2,233.28
Black Basalt Wallstone 45187.5,03/A-X23.1/25,X23.1,Nhóm đầu 2,"{""city"":""Mechernich"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""53894"",""state"":null,""street"":""Zülpicher Str. 16""}",BLACK BASALT,BX2.1CTA1-0450180075,"Pool surrounding,Window sill, covering","BAZAN XÁM, Đá tường rào-Mặt trước và sau chẻ tay, các mặt còn lại cưa",Common,,,"Black Basalt Wallstone Surface: 2 sides split (visible)
Edges: rest sawn",45,18,7.5,96,1,7.78,0.58,43.2,1.57,45,USD/M2,349.92
Black Basalt Wallstone 30187.5,03/A-X23.1/25,X23.1,Nhóm đầu 2,"{""city"":""Mechernich"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""53894"",""state"":null,""street"":""Zülpicher Str. 16""}",BLACK BASALT,BX2.1CTA1-0300180075,"Pool surrounding,Window sill, covering","BAZAN XÁM, Đá tường rào-Mặt trước và sau chẻ tay, các mặt còn lại cưa",Common,,,"Black Basalt Wallstone Surface: 2 sides split (visible)
Edges: rest sawn",30,18,7.5,144,1,7.78,0.58,43.2,1.49,45,USD/M2,349.92
Absolute Basalt Cubic 30206,03/A-X23.1/25,X23.1,Nhóm đầu 2,"{""city"":""Mechernich"",""country"":""Germany"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""53894"",""state"":null,""street"":""Zülpicher Str. 16""}",ABSOLUTE BASALT,BD1.1DOX3-0300200060,Exterior_Tiles,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay",Common,,,"Absolute Basalt Cubic             Surface: Flamed, then water jet, then brushed
Edges: split",30,20,6,2346,23,140.76,8.45,703.8,23.68,40.8,USD/M2,5743.01
Grey Basalt Slabs 200602 (22),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",BLACK BASALT,BX9.1DOX1-1750630020,SLAB,"BAZAN XÁM, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Grey Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",200,60,2,7,,8.4,0.17,14,0.45,56,USD/M2,470.4
Grey Basalt Slabs 170602 (22),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",BLACK BASALT,BX9.1DOX1-1750630020,SLAB,"BAZAN XÁM, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Grey Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",170,60,2,9,,9.18,0.18,15.3,0.5,56,USD/M2,514.08
Grey Basalt Slabs 160602 (22),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",BLACK BASALT,BX9.1DOX1-1750630020,SLAB,"BAZAN XÁM, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Grey Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",160,60,2,20,,19.2,0.38,32,1.04,56,USD/M2,1075.2
Grey Basalt Slabs 150602 (22),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",BLACK BASALT,BX9.1DOX1-1750630020,SLAB,"BAZAN XÁM, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Grey Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",150,60,2,17,,15.3,0.31,25.5,0.79,52,USD/M2,795.6
Grey Basalt Slabs 210602 (22),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",BLACK BASALT,BX9.1DOX1-1750630020,SLAB,"BAZAN XÁM, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Grey Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",210,60,2,7,,8.82,0.18,14.7,0.48,56,USD/M2,493.92
Grey Basalt Slabs 190602 (22),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",BLACK BASALT,BX9.1DOX1-1750630020,SLAB,"BAZAN XÁM, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Grey Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",190,60,2,7,,7.98,0.16,13.3,0.43,56,USD/M2,446.88
Grey Basalt Slabs 180602 (22),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",BLACK BASALT,BX9.1DOX1-1750630020,SLAB,"BAZAN XÁM, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Grey Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",180,60,2,6,,6.48,0.13,10.8,0.35,56,USD/M2,362.88
Grey Basalt Slabs 170602 (22),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",BLACK BASALT,BX9.1DOX1-1750630020,SLAB,"BAZAN XÁM, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Grey Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",170,60,2,1,,1.02,0.02,1.7,0.06,52,USD/M2,53.04
Grey Basalt Slabs 160602 (22),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",BLACK BASALT,BX9.1DOX1-1750630020,SLAB,"BAZAN XÁM, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Grey Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",160,60,2,4,,3.84,0.08,6.4,0.21,52,USD/M2,199.68
Grey Basalt Slabs 150602 (22),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",BLACK BASALT,BX9.1DOX1-1750630020,SLAB,"BAZAN XÁM, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Grey Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",150,60,2,19,,17.1,0.34,28.5,0.92,56,USD/M2,957.6
Absolute Basalt Slabs 210602 (24),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",ABSOLUTE BASALT,BD9.1DOX1-1750630020,SLAB,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Black Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",210,60,2,7,,8.82,0.18,14.7,0.51,52,USD/M2,458.64
Absolute Basalt Slabs 200602 (24),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",ABSOLUTE BASALT,BD9.1DOX1-1750630020,SLAB,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Black Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",200,60,2,13,,15.6,0.31,26,0.91,52,USD/M2,811.2
Absolute Basalt Slabs 190602 (24),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",ABSOLUTE BASALT,BD9.1DOX1-1750630020,SLAB,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Black Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",190,60,2,6,,6.84,0.14,11.4,0.4,52,USD/M2,355.68
Absolute Basalt Slabs 180602 (24),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",ABSOLUTE BASALT,BD9.1DOX1-1750630020,SLAB,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Black Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",180,60,2,14,,15.12,0.3,25.2,0.88,52,USD/M2,786.24
Absolute Basalt Slabs 170602 (24),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",ABSOLUTE BASALT,BD9.1DOX1-1750630020,SLAB,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Black Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",170,60,2,4,,4.08,0.08,6.8,0.24,52,USD/M2,212.16
Absolute Basalt Slabs 160602 (24),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",ABSOLUTE BASALT,BD9.1DOX1-1750630020,SLAB,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Black Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",160,60,2,5,,4.8,0.1,8,0.28,52,USD/M2,249.6
Absolute Basalt Slabs 150602 (24),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",ABSOLUTE BASALT,BD9.1DOX1-1750630020,SLAB,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Black Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",150,60,2,2,,1.8,0.04,3,0.1,52,USD/M2,93.6
Absolute Basalt Slabs 140602 (24),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",ABSOLUTE BASALT,BD9.1DOX1-1750630020,SLAB,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Black Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",140,60,2,5,,4.2,0.08,7,0.24,52,USD/M2,218.4
Absolute Basalt Slabs 130602 (24),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",ABSOLUTE BASALT,BD9.1DOX1-1750630020,SLAB,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Black Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",130,60,2,17,,13.26,0.27,22.1,0.77,52,USD/M2,689.52
Black Basalt Slabs 210602 (10),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",BLACK BASALT,BX9.1DOX9-1750630020,SLAB,"BAZAN XÁM, Đá lát-Mặt đốt chải, 1 cạnh dài tẩy.",Super premium,,,"Grey Basalt Slabs Flamed + brush surface, long edge Chiseled. 80"" x 27"" x 3/4""",210,60,2,1,,1.26,0.03,2.1,0.07,62,USD/M2,78.12
Black Basalt Slabs 200602 (10),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",BLACK BASALT,BX9.1DOX9-1750630020,SLAB,"BAZAN XÁM, Đá lát-Mặt đốt chải, 1 cạnh dài tẩy.",Super premium,,,"Grey Basalt Slabs Flamed + brush surface, long edge Chiseled. 80"" x 27"" x 3/4""",200,60,2,1,,1.2,0.02,2,0.06,62,USD/M2,74.4
Black Basalt Slabs 190602 (10),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",BLACK BASALT,BX9.1DOX9-1750630020,SLAB,"BAZAN XÁM, Đá lát-Mặt đốt chải, 1 cạnh dài tẩy.",Super premium,,,"Grey Basalt Slabs Flamed + brush surface, long edge Chiseled. 80"" x 27"" x 3/4""",190,60,2,2,,2.28,0.05,3.8,0.12,62,USD/M2,141.36
Black Basalt Slabs 160602 (10),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",BLACK BASALT,BX9.1DOX9-1750630020,SLAB,"BAZAN XÁM, Đá lát-Mặt đốt chải, 1 cạnh dài tẩy.",Super premium,,,"Grey Basalt Slabs Flamed + brush surface, long edge Chiseled. 80"" x 27"" x 3/4""",160,60,2,6,,5.76,0.12,9.6,0.31,62,USD/M2,357.12
Grey Basalt Slabs 140602 (22),06/A-X87/21,X87,Nhóm đầu 8,"{""city"":""Hayward"",""country"":""United State"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""CA 94545."",""state"":null,""street"":""1963 Alpine Way""}",BLACK BASALT,BX9.1DOX1-1750630020,SLAB,"BAZAN XÁM, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",Super premium,,,"Grey Basalt Slabs Flamed + brushed finish 80"" x 27"" x 3/4""",140,60,2,1,,0.84,0.02,1.4,0.05,52,USD/M2,43.68
Absolute Basalt Palisade 90457 (16),20/N-X598/22,X59,Nhóm đầu 5,"{""city"":""Yokohama"",""country"":""Japan"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""240-0067"",""state"":null,""street"":""No. 56-4 Tokiwadai, Hodogaya-ku""}",ABSOLUTE BASALT,BD3.1DOX3-0900450070,Exterior_Tiles,"BAZAN ĐEN, Đá lát-Mặt trên đốt xịt nước, 4 cạnh chẻ tay tự nhiên, đáy cưa, vạt mép chống mẻ.",Premium,,,"Absolute Black Basalt Paving Stone - Top Face Flamed, 4 side Natural faces (Not Cut), Under face machine Cut",90,45,7,16,1,6.48,0.45,14.4,1.33,25.52,USD/PC,408.32
Absolute Basalt Paving 60306 (36),20/N-X598/22,X59,Nhóm đầu 5,"{""city"":""Yokohama"",""country"":""Japan"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""240-0067"",""state"":null,""street"":""No. 56-4 Tokiwadai, Hodogaya-ku""}",ABSOLUTE BASALT,BD1.3DOX3-0600300060,Exterior_Tiles,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh chẻ tay tự nhiên, đáy cưa.",Premium,,,"Absolute Black Basalt Paving Stone
Top Face - Flamed, 4 side Naturel faces (Not Cut), Under face machine Cut",60,30,6,36,1,6.48,0.39,21.6,1.04,8.68,USD/PC,312.48
Absolute Basalt Palisade 901010 (40),20/N-X598/22,X59,Nhóm đầu 5,"{""city"":""Yokohama"",""country"":""Japan"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""240-0067"",""state"":null,""street"":""No. 56-4 Tokiwadai, Hodogaya-ku""}",ABSOLUTE BASALT,BD3.1DOX3-0900100100,PALISADE,"BAZAN ĐEN, Đá cây-2 mặt đốt xịt nước, cạnh chẻ tay tự nhiên, đáy cưa.",Premium,,,"Absolute Black Basalt Palisade 2 Face - Flamed, Other Natural Face (Not cut)",90,10,10,40,1,3.6,0.36,36,1.06,8.91,USD/PC,356.4
Absolute Basalt Palisade 601010 (60),20/N-X598/22,X59,Nhóm đầu 5,"{""city"":""Yokohama"",""country"":""Japan"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""240-0067"",""state"":null,""street"":""No. 56-4 Tokiwadai, Hodogaya-ku""}",ABSOLUTE BASALT,BD3.1DOX3-0600100100,PALISADE,"BAZAN ĐEN, Đã cây-2 mặt đốt xịt nước, cạnh chẻ tay tự nhiên, đáy cưa.",Premium,,,"Absolute Black Basalt Cube2 Face - Flamed, Other Natural Face (Not cut)",60,10,10,60,1,3.6,0.36,36,1.06,5.7,USD/PC,342
Absolute Basalt Cubic 994.5 (1000),20/N-X598/22,X59,Nhóm đầu 5,"{""city"":""Yokohama"",""country"":""Japan"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""240-0067"",""state"":null,""street"":""No. 56-4 Tokiwadai, Hodogaya-ku""}",ABSOLUTE BASALT,BD1.1DOX3-0090090045,Exterior_Tiles,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay tự nhiên, đáy cưa.",Premium,,,"Absolute Basalt Cubic Top Face - Flamed, 4 side Naturel faces (Not Cut), Under face machine Cut",9,9,4.5,1000,1,8.1,0.36,90,0.96,0.3,USD/PC,300
Absolute Basalt Cubic 1999 (250),20/N-X598/22,X59,Nhóm đầu 5,"{""city"":""Yokohama"",""country"":""Japan"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""240-0067"",""state"":null,""street"":""No. 56-4 Tokiwadai, Hodogaya-ku""}",ABSOLUTE BASALT,BD1.1DOX3-0190090090,Exterior_Tiles,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay tự nhiên, đáy cưa.",Common,,,"Absolute Basalt Cubic Top Face - Flamed, 4 side Naturel faces (Not Cut), Under face machine Cut",19,9,9,250,1,4.28,0.38,47.5,1.01,1.05,USD/PC,262.5
Absolute Basalt Cubic 999 (500),20/N-X598/22,X59,Nhóm đầu 5,"{""city"":""Yokohama"",""country"":""Japan"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""240-0067"",""state"":null,""street"":""No. 56-4 Tokiwadai, Hodogaya-ku""}",ABSOLUTE BASALT,BD1.1DOX3-0090090090,Exterior_Tiles,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay tự nhiên, đáy cưa.",Common,,,"Absolute Basalt Cubic Top Face - Flamed, 4 side Naturel faces (Not Cut), Under face machine Cut",9,9,9,500,1,4.05,0.36,45,0.96,0.48,USD/PC,240
Black Basalt Cubic 994.5 (1000),20/N-X598/22,X59,Nhóm đầu 5,"{""city"":""Yokohama"",""country"":""Japan"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""240-0067"",""state"":null,""street"":""No. 56-4 Tokiwadai, Hodogaya-ku""}",BLACK BASALT,BX1.1CTA0-0090090045,Exterior_Tiles,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",Common,,,"Black Basalt Cubes 
All sides natural split",9,9,4.5,6000,6,48.6,2.19,540,5.91,0.2,USD/PC,1200
Black Basalt Kerbs 1002812,02-X09-25,X09,Nhóm đầu 0,"{""city"":""Randers SØ"",""country"":""Denmark"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""8960"",""state"":null,""street"":""Tronholmen 28B""}",BLACK BASALT,BX3CLO0-1000280120,PALISADE,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay tự nhiên, không có vết cưa, hạn chế tối đa vết nêm",Common,,,Black Basalt Kerbs Split/ pineappled,100,28,12,114,1,31.92,3.83,114,10.34,19.03,USD/ML,2169.42
Black Basalt Kerbs 1102812,02-X09-25,X09,Nhóm đầu 0,"{""city"":""Randers SØ"",""country"":""Denmark"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""8960"",""state"":null,""street"":""Tronholmen 28B""}",BLACK BASALT,BX3.1CLO0-1100280120,PALISADE,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay tự nhiên, không có vết cưa, hạn chế tối đa vết nêm",Common,,,Black Basalt Kerbs Split/ pineappled,110,28,12,95,1,29.26,3.51,104.5,9.48,19.03,USD/ML,1988.64
Black Basalt Kerbs 902812,02-X09-25,X09,Nhóm đầu 0,"{""city"":""Randers SØ"",""country"":""Denmark"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""8960"",""state"":null,""street"":""Tronholmen 28B""}",BLACK BASALT,BX3.1CLO0-0900280120,PALISADE,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay tự nhiên, không có vết cưa, hạn chế tối đa vết nêm",Common,,,Black Basalt Kerbs Split/ pineappled,90,28,12,95,1,23.94,2.87,85.5,7.75,19.03,USD/ML,1627.07
Absolute Basalt Slab 150603 (20),09/A-X399/25 ( PO 22 008),X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",ABSOLUTE BASALT,BD9.1DOX0-1500600030,SLAB,"BAZAN ĐEN, Đá tấm-Đốt xịt nước",Super premium,,,Absolute Basalt Slabs - Top flamed and water jet finished,150,60,3,1,1,0.9,0.03,1.5,0.09,52,USD/M2,46.8
Absolute Basalt Slab 160703,09/A-X399/25 ( PO 22 008),X39,Nhóm đầu 3,"{""city"":""WOUSTVILLER"",""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""57915"",""state"":null,""street"":""44, rue de Nancy""}",ABSOLUTE BASALT,BD9.1DOX0-1600700030,SLAB,"BAZAN ĐEN, Đá tấm-Mặt đốt xịt nước",Super premium,,,Absolute Basalt Slabs - Surface flamed waterjet brushed,160,70,3,9,1,10.08,0.3,14.4,0.89,52,USD/M2,524.16
