contract_product_name,contract_name,account_code,customer_regional_group,billing_country,stone_color_type,sku,application_code,application,application_vn,processing_code,processing_name,family,segment,created_date,fy_year,product_description,product_description_vn,length_cm,width_cm,height_cm,quantity,crates,m2,m3,ml,tons,sales_price,charge_unit,total_price_usd,price_m3,volume_m3,area_m2,specific_gravity,hs_coefficient
Absolute Basalt Palisade 100258 (20),09/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD3.1DOX0-1000250080,3.1,Palisades,Đá cây,DOX,Flamed Water,PALISADE,Premium,2025-06-10,2025.0,Extreme Basalt Palisades All sides flamed + water jet finished All edge beveled,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",100.0,25.0,8.0,60.0,3.0,15.0,1.2,60.0,3.54,19.8,USD/PC,1188.0,990.0,0.02,0.25,2.95,1.0
Absolute Basalt Palisade 100256 (30),09/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD3.1DOX0-1000250060,3.1,Palisades,Đá cây,DOX,Flamed Water,PALISADE,Premium,2025-06-10,2025.0,"Absolute Basalt Palisade  All sides flamed, waterjet finished and all edges beveled","BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 4mm.",100.0,25.0,6.0,60.0,2.0,15.0,0.9,60.0,2.66,17.25,USD/PC,1035.0,1150.0,0.015,0.25,2.95,1.0
Absolute Basalt Tiles 120403,09/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD1.0DOX0-1200400030,1.1,Cubes / Cobbles,Cubic (Đá vuông),DOX,Flamed Water,Exterior_Tiles,Premium,2025-06-10,2025.0,"Absolute Basalt Tiles
Flamed and water jet brush/ chamfered","BAZAN ĐEN, Đá lát-Mặt đốt xịt nước chải, vạt mép 2mm",120.0,40.0,3.0,125.0,5.0,60.0,1.8,150.0,5.31,29.5,USD/M2,1770.0,983.3333333333333,0.0144,0.48,2.95,1.0
Absolute Basalt Tiles 60403 (34),09/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD7.1DOX1-0600400030,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,2025-06-10,2025.0,Absolute Basalt Tiles  Surface flamed - waterjet finished and top edges chamfered,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",60.0,40.0,3.0,442.0,13.0,106.08,3.18,265.2,9.39,26.2,USD/M2,2779.3,873.9937106918239,0.0072,0.24,2.95,1.0
Absolute Basalt Cubic 10108 (700),09/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD1.1DOX1-0100100080,1.1,Cubes / Cobbles,Cubic (Đá vuông),DOX,Flamed Water,Exterior_Tiles,Common,2025-06-10,2025.0,"Absolute Basalt Cubic 
Top sides flamed water jet and brushed.","BAZAN ĐEN, Cubic-Mặt đốt xịt nước.",10.0,10.0,8.0,2800.0,4.0,28.0,2.24,280.0,6.61,46.4,USD/M2,1299.2,580.0,0.0008,0.01,2.95,1.0
Absolute Basalt Slab 150-220803 (10),09/A-X399/25 ( PO 22 008),X39,Nhóm đầu 3,France,BD,BD9.1DOX0-1850800030,9.1,Slab,Đá slab kích thước khổ lớn,DOX,Flamed Water,SLAB,Super premium,2025-06-10,2025.0,Absolute Basalt Slabs - Top flamed and water jet finished,"BAZAN ĐEN, Đá tấm-Đốt xịt nước",185.0,80.0,3.0,11.0,1.0,16.28,0.49,20.35,1.45,52.0,USD/M2,846.56,1727.673469387755,0.0444,1.48,2.95,1.0
Black Basalt Cubic 10108 (700) M2,08/A-X399/25,X39,Nhóm đầu 3,France,BX,BX1.1CTA0-0100100080,1.1,Cubes / Cobbles,Cubic (Đá vuông),CTA,Split Handmade,Exterior_Tiles,Economy,2025-05-23,2025.0,Black Basalt Cubes   All side handmade,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",10.0,10.0,8.0,14700.0,21.0,147.0,11.76,1470.0,27.27,26.4,USD/M2,3880.8,330.0,0.0008,0.01,2.65,0.875
Bluestone Paving 60302.5,05/A-X45/25,X45,Nhóm đầu 4,Ireland,MB,MB7.1GCR0-0600300025,7.1,Other (7.1),Khác (7.1),GCR,Vibrated Honed Tumbled,Interior_Tiles,Premium,2025-05-19,2025.0,Bluestone Paving - Honed and tumble,"BLUESTONE, Đá lát-Giả cổ rung",60.0,30.0,2.5,2240.0,28.0,403.2,10.08,1344.0,27.22,20.7,USD/M2,8346.24,828.0,0.0045,0.18,2.7,1.0
Absolute Basalt Cubic 22126,07/A-X399/25,X39,Nhóm đầu 3,France,BD,BD1.1DOX1-0220120060,1.1,Cubes / Cobbles,Cubic (Đá vuông),DOX,Flamed Water,Exterior_Tiles,Common,2025-05-16,2025.0,"Absolute Black Basalt Cubic Surface flamed and water jet, sawn edges & chamfered","BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",22.0,12.0,6.0,1536.0,12.0,40.55,2.43,337.92,7.18,40.02,USD/M2,1622.83,667.8312757201645,0.001584,0.0264,2.95,1.0
Absolute Basalt Palisade 150258 (14),07/A-X399/25,X39,Nhóm đầu 3,France,BD,BD3.1DOX0-1500250080,3.1,Palisades,Đá cây,DOX,Flamed Water,PALISADE,Premium,2025-05-16,2025.0,"Absolute Basalt Palisade  All sides flamed, waterjet finished and all edges beveled","BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 4mm.",150.0,25.0,8.0,32.0,2.0,12.0,0.96,48.0,2.83,30.87,USD/PC,987.84,1029.0,0.03,0.375,2.95,1.0
Absolute Basalt Palisade 100258 (20),07/A-X399/25,X39,Nhóm đầu 3,France,BD,BD3.1DOX0-1000250080,3.1,Palisades,Đá cây,DOX,Flamed Water,PALISADE,Premium,2025-05-16,2025.0,Extreme Basalt Palisades All sides flamed + water jet finished All edge beveled,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",100.0,25.0,8.0,140.0,7.0,35.0,2.8,140.0,8.26,19.54,USD/PC,2735.6,977.0,0.02,0.25,2.95,1.0
Absolute Basalt Palisade 25258 (96),07/A-X399/25,X39,Nhóm đầu 3,France,BD,BD3.1DOX0-0250250080,3.1,Palisades,Đá cây,DOX,Flamed Water,PALISADE,Premium,2025-05-16,2025.0,Extreme Basalt Palisades   All sides flamed + water finish All edge bevel,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 4mm",25.0,25.0,8.0,96.0,1.0,6.0,0.48,24.0,1.42,4.38,USD/PC,420.48,876.0000000000001,0.005,0.0625,2.95,1.0
Absolute Basalt Border 60206 (48),07/A-X399/25,X39,Nhóm đầu 3,France,BD,BD3.2DOX0-0600200060,3.2,Border / Kerbs,Đá bó vỉa hè loại thẳng,DOX,Flamed Water,PALISADE,Premium,2025-05-16,2025.0,"Extreme Basalt Border  All sides flamed + water jet, all edges beveled 3/3mm","BAZAN ĐEN, Đá cây-Tất cả các mặt đốt xịt nước, vạt mép 3mm/45o.",60.0,20.0,6.0,96.0,2.0,11.52,0.69,57.6,2.04,6.48,USD/PC,622.08,901.5652173913045,0.0072,0.12,2.95,1.0
Absolute Basalt Cubic 18126,07/A-X399/25,X39,Nhóm đầu 3,France,BD,BD1.1DOX1-0180120060,1.1,Cubes / Cobbles,Cubic (Đá vuông),DOX,Flamed Water,Exterior_Tiles,Common,2025-05-16,2025.0,"Absolute Black Basalt Cubic Surface flamed and water jet, sawn edges & chamfered","BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",18.0,12.0,6.0,1536.0,12.0,33.18,1.99,276.48,5.87,40.02,USD/M2,1327.77,667.2211055276382,0.001296,0.0216,2.95,1.0
Absolute Basalt Cubic 14126,07/A-X399/25,X39,Nhóm đầu 3,France,BD,BD1.1DOX1-0140120060,1.1,Cubes / Cobbles,Cubic (Đá vuông),DOX,Flamed Water,Exterior_Tiles,Common,2025-05-16,2025.0,"Absolute Black Basalt Cubic Surface flamed and water jet, sawn edges & chamfered","BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",14.0,12.0,6.0,1536.0,12.0,25.8,1.55,215.04,4.57,40.02,USD/M2,1032.71,666.2645161290322,0.001008,0.0168,2.95,1.0
Absolute Basalt Copings 60303 (34),07/A-X399/25,X39,Nhóm đầu 3,France,BD,BD2.2DOX0-0600300030,2.2,Wall covering / Wall top,Đá ốp tường rào,DOX,Flamed Water,"Pool surrounding,Window sill, covering",Premium,2025-05-16,2025.0,"Extreme Basalt Covering Top + 2 long sides flamed + water jet finished, 2 drain drop, 4 long edges beveled 3/3mm","BAZAN ĐEN, Nắp tường rào-Mặt và 2 cạnh dài đốt xịt nước, 2 rãnh thoát nước dọc 2 cạnh dài, rãnh kích thước 0.5x0.5cm, cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm.",60.0,30.0,3.0,102.0,3.0,18.36,0.55,61.2,1.62,7.56,USD/PC,771.12,1402.0363636363636,0.0054,0.18,2.95,1.0
Absolute Basalt Riser 12014.53 (50),07/A-X399/25,X39,Nhóm đầu 3,France,BD,BD4.1HON1-1200140030,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,HON,Honed,STAIR,Premium,2025-05-16,2025.0,"Extreme Basalt Risers Surface honed, sides sawn","BAZAN ĐEN, Ốp bậc thang-Mặt honed, các cạnh còn lại cưa, vạt mép 3mm.",120.0,14.5,3.0,50.0,1.0,8.7,0.26,60.0,0.77,6.61,USD/PC,330.5,1271.1538461538462,0.00522,0.174,2.95,1.0
Absolute Basalt Copings 100304 (25),07/A-X399/25,X39,Nhóm đầu 3,France,BD,BD2.2DOX4-1000300040,2.2,Wall covering / Wall top,Đá ốp tường rào,DOX,Flamed Water,"Pool surrounding,Window sill, covering",Super premium,2025-05-16,2025.0,"Extreme Basalt Copings  Top flamed + water jet finished, 2 long sides honed with 2 drain drop, 4 long edges beveled 3/3mm","BAZAN ĐEN, Nắp tường rào-Mặt đốt xịt nước, hai cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài 0.5x0.5cm cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm.",100.0,30.0,4.0,100.0,4.0,30.0,1.2,100.0,3.54,18.24,USD/PC,1824.0,1520.0,0.012,0.3,2.95,1.0
Absolute Basalt Copings 100354 (25),07/A-X399/25,X39,Nhóm đầu 3,France,BD,BD2.2DOX4-1000350040,2.2,Wall covering / Wall top,Đá ốp tường rào,DOX,Flamed Water,"Pool surrounding,Window sill, covering",Super premium,2025-05-16,2025.0,"Extreme Basalt Copings Top flamed + WJ, 2 long sides honed with 2 drain drop, 4 long edges beveled 3/3mm","BAZAN ĐEN, Nắp tường rào-Mặt đốt xịt nước, hai cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài 0.5x0.5cm cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh  dài 3mm.",100.0,35.0,4.0,60.0,3.0,21.0,0.84,60.0,2.48,21.28,USD/PC,1276.8,1520.0,0.014,0.35,2.95,1.0
Absolute Basalt Cubic 10106 (900),07/A-X399/25,X39,Nhóm đầu 3,France,BD,BD1.1DOX3-0100100060,1.1,Cubes / Cobbles,Cubic (Đá vuông),DOX,Flamed Water,Exterior_Tiles,Common,2025-05-16,2025.0,"Extreme Basalt Paving  Top flamed + water jet finished, 4 sides split, bottom sawn","BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa.",10.0,10.0,6.0,9000.0,10.0,90.0,5.4,900.0,15.93,35.7,USD/M2,3213.0,595.0,0.0006,0.01,2.95,1.0
Black Basalt Cubic 997 (968),02/A-X23.1/25 (PO 2505005),X23.1,Nhóm đầu 2,Germany,BX,BX1.1CTA0-0090090070,1.1,Cubes / Cobbles,Cubic (Đá vuông),CTA,Split Handmade,Exterior_Tiles,Economy,2025-05-15,2025.0,Black Basalt Cubes All sides natural split,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",9.0,9.0,7.0,21296.0,22.0,172.5,12.07,1916.64,28.8,0.22,USD/PC,4685.12,388.162386081193,0.000567,0.0081,2.65,0.9
Bluestone Paving 20104 (500),04/A-X45/25,X45,Nhóm đầu 4,Ireland,MB,MB1.2GCR0-0200100040,1.2,Other (1.2),Khác (1.2),GCR,Vibrated Honed Tumbled,Exterior_Tiles,Common,2025-05-07,2025.0,Blue Limestone Paving  Honed + tumbled,"BLUESTONE, Đá lát-Giả cổ rung",20.0,10.0,4.0,12501.0,27.0,250.02,10.0,2500.2,27.0,21.8,USD/M2,5450.44,545.044,0.0008,0.02,2.7,1.0
Bluestone Tiles 60302 (100),04/A-X45/25,X45,Nhóm đầu 4,Ireland,MB,MB7.1GCR0-0600300020,7.1,Other (7.1),Khác (7.1),GCR,Vibrated Honed Tumbled,Interior_Tiles,Premium,2025-05-07,2025.0,Bluestone Tiles - Vietnostyle,"BLUESTONE, Đá lát-Giả cổ rung",60.0,30.0,2.0,5600.0,56.0,1008.0,20.16,3360.0,54.43,18.2,USD/M2,18345.6,909.9999999999999,0.0036,0.18,2.7,1.0
Black Basalt Step 753515,01/A-X9.1/25,X9.1,Nhóm đầu 9,Mauritius,BX,BX4.1DOX1-0750350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2025-05-02,2025.0,"Black Basalt Steps                           
All sides sawn, surface Flamed & waterjet, 4 sides natural split, other edges bevelled 3mm.","BAZAN XÁM, Bậc thang-Mặt đốt xịt nước, 4 cạnh tẩy, vạt mép 3mm",75.0,35.0,15.0,20.0,2.0,5.25,0.79,15.0,2.13,37.51,USD/PC,750.2,949.620253164557,0.039375,0.2625,2.7,1.0
Black Basalt Cubic 25255 (144),01/A-X9.1/25,X9.1,Nhóm đầu 9,Mauritius,BX,BX1.1CTA0-0250250050,1.1,Cubes / Cobbles,Cubic (Đá vuông),CTA,Split Handmade,Exterior_Tiles,Economy,2025-05-02,2025.0,Black Basalt Cube  All sides natural split,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",25.0,25.0,5.5,2880.0,20.0,180.0,9.9,720.0,24.92,19.6,USD/M2,3528.0,356.3636363636364,0.0034375,0.0625,2.65,0.95
Absolute Basalt Stair 1003515 (8),01/A-X23.1/25 (PO 2504010),X23.1,Nhóm đầu 2,Germany,BD,BD4.1DOX0-1000350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2025-04-29,2025.0,"Extreme Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",100.0,35.0,15.0,80.0,8.0,28.0,4.2,80.0,12.39,52.5,USD/PC,4200.0,1000.0,0.0525,0.35,2.95,1.0
Absolute Basalt Stair 1503515 (6),01/A-X23.1/25 (PO 2504010),X23.1,Nhóm đầu 2,Germany,BD,BD4.1DOX0-1500350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2025-04-29,2025.0,"Absolute Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",150.0,35.0,15.0,12.0,2.0,6.3,0.95,18.0,2.79,84.26,USD/PC,1011.12,1064.3368421052633,0.07875,0.525,2.95,1.0
Black Basalt Palisade 501212 (72),01-X11.3-25 (Order: IRC25-0085),X11.3,Nhóm đầu 1,Netherlands,BX,BX3.1CLO0-0500120120,3.1,Palisades,Đá cây,CLO,Sawn then Cleaved,PALISADE,Common,2025-04-29,2025.0,Black Basalt Palisade All sides sawn + pineappled,"BAZAN XÁM, Đá cây-6 mặt cưa lột tay",50.0,12.0,12.0,216.0,3.0,12.96,1.56,108.0,4.21,3.28,USD/PC,708.48,454.15384615384613,0.0072,0.06,2.7,1.0
Bluestone Tiles 15152 (800),03/X369/25 - PO 59091 & 59092,X36,Nhóm đầu 3,France,MB,MB1.2QME0-0150150020,1.2,Other (1.2),Khác (1.2),QME,Tumbled,Exterior_Tiles,Common,2025-04-29,2025.0,Bluestone Tiles Tumbled,"BLUESTONE, Đá lát-Quay mẻ",15.0,15.0,2.0,44800.0,56.0,1008.0,20.16,6720.0,54.43,10.4,USD/M2,10483.2,520.0,0.00045,0.0225,2.7,1.0
Absolute Basalt Tiles 90603 (20),01/A-X23.1/25 (PO 2504010),X23.1,Nhóm đầu 2,Germany,BD,BD7.2DOX1-0900600030,7.2,Tile / Paver,"Đá lát, cắt quy cách",DOX,Flamed Water,Interior_Tiles,Premium,2025-04-29,2025.0,"Absolute Black Basalt Tiles  Surface flamed and water jet, sawn edges & chamfered","BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",90.0,60.0,3.0,300.0,12.0,162.0,4.86,270.0,14.34,36.0,USD/M2,5832.0,1200.0,0.0162,0.54,2.95,1.0
Black Basalt Stepping 40-505-6 (40),01/A-X23.1/25 (PO 2504010),X23.1,Nhóm đầu 2,Germany,BX,BX1.3DOX0-0400V50050,1.3,Paving stone / Paving slab,Đá lát ngoài trời,DOX,Flamed Water,Exterior_Tiles,Common,2025-04-29,2025.0,"Basalt Step stones with Earth crust Top face flamed, natural skin, sawn bottom","BAZAN XÁM, Đá vành-Mặt đốt, xung quanh da đá tự nhiên, đáy cưa.",45.0,45.0,5.5,80.0,2.0,16.2,0.89,36.0,2.41,7.5,USD/PC,600.0,674.1573033707865,0.0111375,0.2025,2.7,1.0
Absolute Basalt Palisade 100258 (20),01/A-X23.1/25 (PO 2504010),X23.1,Nhóm đầu 2,Germany,BD,BD3.1DOX0-1000250080,3.1,Palisades,Đá cây,DOX,Flamed Water,PALISADE,Premium,2025-04-29,2025.0,Extreme Basalt Palisades All sides flamed + water jet finished All edge beveled,"BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",100.0,25.0,8.0,120.0,5.0,30.0,2.4,120.0,7.08,20.0,USD/PC,2400.0,1000.0,0.02,0.25,2.95,1.0
Absolute Basalt Stair 503515 (10),01/A-X23.1/25 (PO 2504010),X23.1,Nhóm đầu 2,Germany,BD,BD4.1DOX0-0500350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2025-04-29,2025.0,"Absolute Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",50.0,35.0,15.0,40.0,2.0,7.0,1.05,20.0,3.1,23.36,USD/PC,934.4,889.9047619047618,0.02625,0.175,2.95,1.0
Absolute Basalt Tiles 60403 (34),01/A-X23.1/25 (PO 2504010),X23.1,Nhóm đầu 2,Germany,BD,BD7.1DOX1-0600400030,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,2025-04-29,2025.0,Absolute Basalt Tiles  Surface flamed - waterjet finished and top edges chamfered,"BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm/45o",60.0,40.0,3.0,680.0,20.0,163.2,4.9,408.0,14.44,26.5,USD/M2,4324.8,882.6122448979592,0.0072,0.24,2.95,1.0
Bluestone Tiles 90602.5 (25),03/A-X45/25,X45,Nhóm đầu 4,Ireland,MB,MB1.2GCR0-0900600025,1.2,Other (1.2),Khác (1.2),GCR,Vibrated Honed Tumbled,Exterior_Tiles,Premium,2025-04-24,2025.0,Blue Limestone Paving  Honed + tumbled,"BLUESTONE, Đá lát-Giả cổ rung",90.0,60.0,2.5,750.0,30.0,405.0,10.13,675.0,27.34,35.2,USD/M2,14256.0,1407.305034550839,0.0135,0.54,2.7,1.0
Bluestone Paving 15154 (400),01/A-X469/25,X46,Nhóm đầu 4,Ireland,MB,MB1.2QME0-0150150040,1.2,Other (1.2),Khác (1.2),QME,Tumbled,Exterior_Tiles,Common,2025-04-24,2025.0,Bluestone Paving Premium tumbled,"BLUESTONE, Đá lát-Quay mẻ",15.0,15.0,4.0,22400.0,56.0,504.0,20.16,3360.0,54.43,17.6,USD/M2,8870.4,440.0,0.0009,0.0225,2.7,1.0
Absolute Basalt Palisade 100356 (22),07/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD3.1DOX0-1000350060,3.1,Palisades,Đá cây,DOX,Flamed Water,PALISADE,Premium,2025-04-16,2025.0,"Absolute Basalt Palisade  All sides flamed, waterjet finished and all edges beveled","BAZAN ĐEN, Đá cây-6 mặt đốt xịt nước, vạt mép 4mm.",100.0,35.0,6.0,88.0,4.0,30.8,1.85,88.0,5.45,24.15,USD/PC,2125.2,1148.7567567567567,0.021,0.35,2.95,1.0
Black Basalt Cubic 999 (726),03/A-X269/25,X26,Nhóm đầu 2,Germany,BX,BX1.1CTA0-0090090090,1.1,Cubes / Cobbles,Cubic (Đá vuông),CTA,Split Handmade,Exterior_Tiles,Economy,2025-04-16,2025.0,Black Basalt Cubic All sides natural split,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",9.0,9.0,9.0,15972.0,22.0,129.37,11.64,1437.48,27.77,33.3,USD/M2,4308.13,370.11426116838487,0.000729,0.0081,2.65,0.9
Black Basalt Cubic 161616 (144),03/A-X269/25,X26,Nhóm đầu 2,Germany,BX,BX1.1CTA0-0160160160,1.1,Cubes / Cobbles,Cubic (Đá vuông),CTA,Split Handmade,Exterior_Tiles,Economy,2025-04-16,2025.0,Black Basalt Cubes All sides natural split,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",16.0,16.0,16.0,2880.0,20.0,73.73,11.8,460.8,28.13,57.6,USD/M2,4246.73,359.89237288135587,0.004096,0.0256,2.65,0.9
Black Basalt Cubic 20108 (350),01-X65/25,X65,Nhóm đầu 6,China,BX,BX1.1CTA0-020010080,1.1,Cubes / Cobbles,Cubic (Đá vuông),CTA,Split Handmade,Exterior_Tiles,Economy,2025-04-15,2025.0,Black Basalt Cubes   All side handmade,"BAZAN XÁM, Cubic-Chẻ tay tự nhiên",20.0,10.0,8.0,14500.0,58.0,290.0,23.2,2900.0,53.8,26.0,USD/M2,7540.0,325.0,0.0016,0.02,2.65,0.875
Absolute Basalt Tiles 80403 (34),07/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD7.1DOX1-0800400030,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,2025-04-15,2025.0,"Absolute Basalt Tiles Top flamed and water jet finished, other sides sawn, edges with chamfered 2/2mm.","BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm",80.0,40.0,3.0,680.0,20.0,217.6,6.53,544.0,19.26,28.2,USD/M2,6136.32,939.7120980091883,0.0096,0.32,2.95,1.0
Absolute Basalt Stair 1503515 (6),07/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD4.1DOX0-1500350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2025-04-15,2025.0,"Absolute Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",150.0,35.0,15.0,12.0,2.0,6.3,0.95,18.0,2.8,78.75,USD/PC,945.0,994.7368421052632,0.07875,0.525,2.95,1.0
Absolute Basalt Cubic 10108 (700),02/A-X269/25,X26,Nhóm đầu 2,Germany,BD,BD1.1DOX3-0100100080,1.1,Cubes / Cobbles,Cubic (Đá vuông),DOX,Flamed Water,Exterior_Tiles,Common,2025-04-14,2025.0,"Absolute Black Basalt Cobble  Top sides flamed and waterjet, 4  sides split & bottom sawn","BAZAN ĐEN, Cubic-Mặt trên đốt xịt nước, 4 cạnh chẻ tay tự nhiên, đáy cưa.",10.0,10.0,8.0,8400.0,,84.0,6.72,840.0,17.84,46.4,USD/M2,3897.6,580.0,0.0008,0.01,2.95,0.9
Absolute Basalt Cubic 161614 (144),02/A-X269/25,X26,Nhóm đầu 2,Germany,BD,BD1.1DOX3-0160160140,1.1,Cubes / Cobbles,Cubic (Đá vuông),DOX,Flamed Water,Exterior_Tiles,Common,2025-04-14,2025.0,"Absolute Basalt Cube  Top surface + bottom sawn + flamed, 4 sides natural split (taper cut, sides cut sticking out)","BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",16.0,16.0,14.0,1008.0,,25.8,3.61,161.28,9.33,84.0,USD/M2,2167.6,600.4432132963989,0.003584,0.0256,2.95,0.9
Bluestone Paving 2484 (450),02/A-X45/25,X45,Nhóm đầu 4,Ireland,MB,MB1.2GCR0-0240080040,1.2,Other (1.2),Khác (1.2),GCR,Vibrated Honed Tumbled,Exterior_Tiles,Common,2025-04-08,2025.0,Blue limestone paving  Honed + tumbled,"BLUESTONE, Đá lát-Giả cổ rung",24.0,8.0,4.0,26100.0,58.0,501.12,20.04,6264.0,54.12,21.8,USD/M2,10924.42,545.1307385229542,0.000768,0.0192,2.7,1.0
Bluestone Paving 20104 (500),02/A-X45/25,X45,Nhóm đầu 4,Ireland,MB,MB1.2GCR0-0200100040,1.2,Other (1.2),Khác (1.2),GCR,Vibrated Honed Tumbled,Exterior_Tiles,Common,2025-04-08,2025.0,Blue Limestone Paving  Honed + tumbled,"BLUESTONE, Đá lát-Giả cổ rung",20.0,10.0,4.0,12501.0,27.0,250.02,10.0,2500.2,27.0,21.8,USD/M2,5450.44,545.044,0.0008,0.02,2.7,1.0
Absolute Basalt Slab 150-220704 (10),06/A-X399/25,X39,Nhóm đầu 3,France,BD,BD9.1DOX0-1850700040,9.1,Slab,Đá slab kích thước khổ lớn,DOX,Flamed Water,SLAB,Super premium,2025-03-26,2025.0,Absolute Basalt Slabs - Top flamed and water jet finished,"BAZAN ĐEN, Đá tấm-Đốt xịt nước",185.0,70.0,4.0,20.0,2.0,25.9,1.04,37.0,3.06,62.0,USD/M2,1605.8,1544.0384615384614,0.0518,1.295,2.95,1.0
Absolute Basalt Stair 1503515 (6),05/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD4.1DOX0-1500350150,4.1,Stair / Step (Block),Đá bậc thang nguyên khối,DOX,Flamed Water,STAIR,Premium,2025-03-24,2025.0,"Absolute Basalt Stair All sides flamed & water jet finished, 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm","BAZAN ĐEN, Bậc thang-6 mặt đốt xịt nước, vạt mép cạnh dài 6mm, vạt mép cạnh ngắn 4mm.",150.0,35.0,15.0,24.0,4.0,12.6,1.89,36.0,5.58,78.75,USD/PC,1890.0,1000.0,0.07875,0.525,2.95,1.0
Absolute Basalt Tiles 60603 (34),05/A-X21.2/25,X21.2,Nhóm đầu 2,Germany,BD,BD7.1DOX1-0600600030,7.1,Other (7.1),Khác (7.1),DOX,Flamed Water,Interior_Tiles,Premium,2025-03-24,2025.0,"Absolute Basalt Tiles Top flamed and water jet finished, other sides sawn, beveled 3mm","BAZAN ĐEN, Đá lát-Mặt đốt xịt nước, cạnh cưa, vạt mép 3mm.",60.0,60.0,3.0,68.0,2.0,24.48,0.73,40.8,2.17,33.5,USD/M2,820.08,1123.3972602739727,0.0108,0.36,2.95,1.0
